Date	Heures	Type de réserve	Sens de l'ajustement	Quantité de la réserve (en MW)	Prix des offres activées (en euros/MWh)
18/06/2014	09:00 - 09:30	Réserve rapide	A la hausse	0	*
18/06/2014	09:00 - 09:30	Réserve rapide	A la baisse	751	*
18/06/2014	09:00 - 09:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	09:00 - 09:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	09:30 - 10:00	Réserve rapide	A la hausse	0	*
18/06/2014	09:30 - 10:00	Réserve rapide	A la baisse	990	*
18/06/2014	09:30 - 10:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	09:30 - 10:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	10:00 - 10:30	Réserve rapide	A la hausse	0	*
18/06/2014	10:00 - 10:30	Réserve rapide	A la baisse	739	*
18/06/2014	10:00 - 10:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	10:00 - 10:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	10:30 - 11:00	Réserve rapide	A la hausse	0	*
18/06/2014	10:30 - 11:00	Réserve rapide	A la baisse	610	*
18/06/2014	10:30 - 11:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	10:30 - 11:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	11:00 - 11:30	Réserve rapide	A la hausse	0	*
18/06/2014	11:00 - 11:30	Réserve rapide	A la baisse	740	*
18/06/2014	11:00 - 11:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	11:00 - 11:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	11:30 - 12:00	Réserve rapide	A la hausse	0	*
18/06/2014	11:30 - 12:00	Réserve rapide	A la baisse	807	*
18/06/2014	11:30 - 12:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	11:30 - 12:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	12:00 - 12:30	Réserve rapide	A la hausse	16	*
18/06/2014	12:00 - 12:30	Réserve rapide	A la baisse	454	*
18/06/2014	12:00 - 12:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	12:00 - 12:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	12:30 - 13:00	Réserve rapide	A la hausse	270	*
18/06/2014	12:30 - 13:00	Réserve rapide	A la baisse	0	*
18/06/2014	12:30 - 13:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	12:30 - 13:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	13:00 - 13:30	Réserve rapide	A la hausse	350	*
18/06/2014	13:00 - 13:30	Réserve rapide	A la baisse	0	*
18/06/2014	13:00 - 13:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	13:00 - 13:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	13:30 - 14:00	Réserve rapide	A la hausse	125	*
18/06/2014	13:30 - 14:00	Réserve rapide	A la baisse	0	*
18/06/2014	13:30 - 14:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	13:30 - 14:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	14:00 - 14:30	Réserve rapide	A la hausse	0	*
18/06/2014	14:00 - 14:30	Réserve rapide	A la baisse	203	*
18/06/2014	14:00 - 14:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	14:00 - 14:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	14:30 - 15:00	Réserve rapide	A la hausse	0	*
18/06/2014	14:30 - 15:00	Réserve rapide	A la baisse	265	*
18/06/2014	14:30 - 15:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	14:30 - 15:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	15:00 - 15:30	Réserve rapide	A la hausse	0	*
18/06/2014	15:00 - 15:30	Réserve rapide	A la baisse	124	*
18/06/2014	15:00 - 15:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	15:00 - 15:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	15:30 - 16:00	Réserve rapide	A la hausse	70	*
18/06/2014	15:30 - 16:00	Réserve rapide	A la baisse	251	*
18/06/2014	15:30 - 16:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	15:30 - 16:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	16:00 - 16:30	Réserve rapide	A la hausse	0	*
18/06/2014	16:00 - 16:30	Réserve rapide	A la baisse	314	*
18/06/2014	16:00 - 16:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	16:00 - 16:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	16:30 - 17:00	Réserve rapide	A la hausse	0	*
18/06/2014	16:30 - 17:00	Réserve rapide	A la baisse	140	*
18/06/2014	16:30 - 17:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	16:30 - 17:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	17:00 - 17:30	Réserve rapide	A la hausse	0	*
18/06/2014	17:00 - 17:30	Réserve rapide	A la baisse	124	*
18/06/2014	17:00 - 17:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	17:00 - 17:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	17:30 - 18:00	Réserve rapide	A la hausse	0	*
18/06/2014	17:30 - 18:00	Réserve rapide	A la baisse	251	*
18/06/2014	17:30 - 18:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	17:30 - 18:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	18:00 - 18:30	Réserve rapide	A la hausse	0	*
18/06/2014	18:00 - 18:30	Réserve rapide	A la baisse	326	*
18/06/2014	18:00 - 18:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	18:00 - 18:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	18:30 - 19:00	Réserve rapide	A la hausse	0	*
18/06/2014	18:30 - 19:00	Réserve rapide	A la baisse	372	*
18/06/2014	18:30 - 19:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	18:30 - 19:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	19:00 - 19:30	Réserve rapide	A la hausse	0	*
18/06/2014	19:00 - 19:30	Réserve rapide	A la baisse	297	*
18/06/2014	19:00 - 19:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	19:00 - 19:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	19:30 - 20:00	Réserve rapide	A la hausse	8	*
18/06/2014	19:30 - 20:00	Réserve rapide	A la baisse	207	*
18/06/2014	19:30 - 20:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	19:30 - 20:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	20:00 - 20:30	Réserve rapide	A la hausse	16	*
18/06/2014	20:00 - 20:30	Réserve rapide	A la baisse	177	*
18/06/2014	20:00 - 20:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	20:00 - 20:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	20:30 - 21:00	Réserve rapide	A la hausse	55	*
18/06/2014	20:30 - 21:00	Réserve rapide	A la baisse	177	*
18/06/2014	20:30 - 21:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	20:30 - 21:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	21:00 - 21:30	Réserve rapide	A la hausse	0	*
18/06/2014	21:00 - 21:30	Réserve rapide	A la baisse	200	*
18/06/2014	21:00 - 21:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	21:00 - 21:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	21:30 - 22:00	Réserve rapide	A la hausse	0	*
18/06/2014	21:30 - 22:00	Réserve rapide	A la baisse	272	*
18/06/2014	21:30 - 22:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	21:30 - 22:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	22:00 - 22:30	Réserve rapide	A la hausse	201	*
18/06/2014	22:00 - 22:30	Réserve rapide	A la baisse	31	*
18/06/2014	22:00 - 22:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	22:00 - 22:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	22:30 - 23:00	Réserve rapide	A la hausse	257	*
18/06/2014	22:30 - 23:00	Réserve rapide	A la baisse	0	*
18/06/2014	22:30 - 23:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	22:30 - 23:00	Réserve complémentaire	A la baisse	0	*
18/06/2014	23:00 - 23:30	Réserve rapide	A la hausse	170	*
18/06/2014	23:00 - 23:30	Réserve rapide	A la baisse	45	*
18/06/2014	23:00 - 23:30	Réserve complémentaire	A la hausse	0	*
18/06/2014	23:00 - 23:30	Réserve complémentaire	A la baisse	0	*
18/06/2014	23:30 - 00:00	Réserve rapide	A la hausse	0	*
18/06/2014	23:30 - 00:00	Réserve rapide	A la baisse	72	*
18/06/2014	23:30 - 00:00	Réserve complémentaire	A la hausse	0	*
18/06/2014	23:30 - 00:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	00:00 - 00:30	Réserve rapide	A la hausse	125	*
25/06/2014	00:00 - 00:30	Réserve rapide	A la baisse	275	*
25/06/2014	00:00 - 00:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	00:00 - 00:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	00:30 - 01:00	Réserve rapide	A la hausse	0	*
25/06/2014	00:30 - 01:00	Réserve rapide	A la baisse	154	*
25/06/2014	00:30 - 01:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	00:30 - 01:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	01:00 - 01:30	Réserve rapide	A la hausse	0	*
25/06/2014	01:00 - 01:30	Réserve rapide	A la baisse	473	*
25/06/2014	01:00 - 01:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	01:00 - 01:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	01:30 - 02:00	Réserve rapide	A la hausse	0	*
25/06/2014	01:30 - 02:00	Réserve rapide	A la baisse	495	*
25/06/2014	01:30 - 02:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	01:30 - 02:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	02:00 - 02:30	Réserve rapide	A la hausse	0	*
25/06/2014	02:00 - 02:30	Réserve rapide	A la baisse	399	*
25/06/2014	02:00 - 02:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	02:00 - 02:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	02:30 - 03:00	Réserve rapide	A la hausse	137	*
25/06/2014	02:30 - 03:00	Réserve rapide	A la baisse	217	*
25/06/2014	02:30 - 03:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	02:30 - 03:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	03:00 - 03:30	Réserve rapide	A la hausse	68	*
25/06/2014	03:00 - 03:30	Réserve rapide	A la baisse	307	*
25/06/2014	03:00 - 03:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	03:00 - 03:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	03:30 - 04:00	Réserve rapide	A la hausse	0	*
25/06/2014	03:30 - 04:00	Réserve rapide	A la baisse	232	*
25/06/2014	03:30 - 04:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	03:30 - 04:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	04:00 - 04:30	Réserve rapide	A la hausse	0	*
25/06/2014	04:00 - 04:30	Réserve rapide	A la baisse	232	*
25/06/2014	04:00 - 04:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	04:00 - 04:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	04:30 - 05:00	Réserve rapide	A la hausse	0	*
25/06/2014	04:30 - 05:00	Réserve rapide	A la baisse	232	*
25/06/2014	04:30 - 05:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	04:30 - 05:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	05:00 - 05:30	Réserve rapide	A la hausse	0	*
25/06/2014	05:00 - 05:30	Réserve rapide	A la baisse	328	*
25/06/2014	05:00 - 05:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	05:00 - 05:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	05:30 - 06:00	Réserve rapide	A la hausse	0	*
25/06/2014	05:30 - 06:00	Réserve rapide	A la baisse	328	*
25/06/2014	05:30 - 06:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	05:30 - 06:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	06:00 - 06:30	Réserve rapide	A la hausse	0	*
25/06/2014	06:00 - 06:30	Réserve rapide	A la baisse	107	*
25/06/2014	06:00 - 06:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	06:00 - 06:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	06:30 - 07:00	Réserve rapide	A la hausse	0	*
25/06/2014	06:30 - 07:00	Réserve rapide	A la baisse	502	*
25/06/2014	06:30 - 07:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	06:30 - 07:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	07:00 - 07:30	Réserve rapide	A la hausse	0	*
25/06/2014	07:00 - 07:30	Réserve rapide	A la baisse	389	*
25/06/2014	07:00 - 07:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	07:00 - 07:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	07:30 - 08:00	Réserve rapide	A la hausse	0	*
25/06/2014	07:30 - 08:00	Réserve rapide	A la baisse	516	*
25/06/2014	07:30 - 08:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	07:30 - 08:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	08:00 - 08:30	Réserve rapide	A la hausse	10	*
25/06/2014	08:00 - 08:30	Réserve rapide	A la baisse	190	*
25/06/2014	08:00 - 08:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	08:00 - 08:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	08:30 - 09:00	Réserve rapide	A la hausse	10	*
25/06/2014	08:30 - 09:00	Réserve rapide	A la baisse	63	*
25/06/2014	08:30 - 09:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	08:30 - 09:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	09:00 - 09:30	Réserve rapide	A la hausse	10	*
25/06/2014	09:00 - 09:30	Réserve rapide	A la baisse	0	*
25/06/2014	09:00 - 09:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	09:00 - 09:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	09:30 - 10:00	Réserve rapide	A la hausse	0	*
25/06/2014	09:30 - 10:00	Réserve rapide	A la baisse	0	*
25/06/2014	09:30 - 10:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	09:30 - 10:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	10:00 - 10:30	Réserve rapide	A la hausse	0	*
25/06/2014	10:00 - 10:30	Réserve rapide	A la baisse	0	*
25/06/2014	10:00 - 10:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	10:00 - 10:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	10:30 - 11:00	Réserve rapide	A la hausse	0	*
25/06/2014	10:30 - 11:00	Réserve rapide	A la baisse	0	*
25/06/2014	10:30 - 11:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	10:30 - 11:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	11:00 - 11:30	Réserve rapide	A la hausse	0	*
25/06/2014	11:00 - 11:30	Réserve rapide	A la baisse	0	*
25/06/2014	11:00 - 11:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	11:00 - 11:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	11:30 - 12:00	Réserve rapide	A la hausse	0	*
25/06/2014	11:30 - 12:00	Réserve rapide	A la baisse	0	*
25/06/2014	11:30 - 12:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	11:30 - 12:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	12:00 - 12:30	Réserve rapide	A la hausse	93	*
25/06/2014	12:00 - 12:30	Réserve rapide	A la baisse	0	*
25/06/2014	12:00 - 12:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	12:00 - 12:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	12:30 - 13:00	Réserve rapide	A la hausse	268	*
25/06/2014	12:30 - 13:00	Réserve rapide	A la baisse	0	*
25/06/2014	12:30 - 13:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	12:30 - 13:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	13:00 - 13:30	Réserve rapide	A la hausse	124	*
25/06/2014	13:00 - 13:30	Réserve rapide	A la baisse	70	*
25/06/2014	13:00 - 13:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	13:00 - 13:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	13:30 - 14:00	Réserve rapide	A la hausse	43	*
25/06/2014	13:30 - 14:00	Réserve rapide	A la baisse	105	*
25/06/2014	13:30 - 14:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	13:30 - 14:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	14:00 - 14:30	Réserve rapide	A la hausse	0	*
25/06/2014	14:00 - 14:30	Réserve rapide	A la baisse	23	*
25/06/2014	14:00 - 14:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	14:00 - 14:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	14:30 - 15:00	Réserve rapide	A la hausse	34	*
25/06/2014	14:30 - 15:00	Réserve rapide	A la baisse	0	*
25/06/2014	14:30 - 15:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	14:30 - 15:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	15:00 - 15:30	Réserve rapide	A la hausse	18	*
25/06/2014	15:00 - 15:30	Réserve rapide	A la baisse	100	*
25/06/2014	15:00 - 15:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	15:00 - 15:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	15:30 - 16:00	Réserve rapide	A la hausse	0	*
25/06/2014	15:30 - 16:00	Réserve rapide	A la baisse	125	*
25/06/2014	15:30 - 16:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	15:30 - 16:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	16:00 - 16:30	Réserve rapide	A la hausse	0	*
25/06/2014	16:00 - 16:30	Réserve rapide	A la baisse	507	*
25/06/2014	16:00 - 16:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	16:00 - 16:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	16:30 - 17:00	Réserve rapide	A la hausse	0	*
25/06/2014	16:30 - 17:00	Réserve rapide	A la baisse	586	*
25/06/2014	16:30 - 17:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	16:30 - 17:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	17:00 - 17:30	Réserve rapide	A la hausse	0	*
25/06/2014	17:00 - 17:30	Réserve rapide	A la baisse	286	*
25/06/2014	17:00 - 17:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	17:00 - 17:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	17:30 - 18:00	Réserve rapide	A la hausse	0	*
25/06/2014	17:30 - 18:00	Réserve rapide	A la baisse	216	*
25/06/2014	17:30 - 18:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	17:30 - 18:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	18:00 - 18:30	Réserve rapide	A la hausse	125	*
25/06/2014	18:00 - 18:30	Réserve rapide	A la baisse	201	*
25/06/2014	18:00 - 18:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	18:00 - 18:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	18:30 - 19:00	Réserve rapide	A la hausse	125	*
25/06/2014	18:30 - 19:00	Réserve rapide	A la baisse	126	*
25/06/2014	18:30 - 19:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	18:30 - 19:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	19:00 - 19:30	Réserve rapide	A la hausse	0	*
25/06/2014	19:00 - 19:30	Réserve rapide	A la baisse	169	*
25/06/2014	19:00 - 19:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	19:00 - 19:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	19:30 - 20:00	Réserve rapide	A la hausse	0	*
25/06/2014	19:30 - 20:00	Réserve rapide	A la baisse	200	*
25/06/2014	19:30 - 20:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	19:30 - 20:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	20:00 - 20:30	Réserve rapide	A la hausse	0	*
25/06/2014	20:00 - 20:30	Réserve rapide	A la baisse	163	*
25/06/2014	20:00 - 20:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	20:00 - 20:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	20:30 - 21:00	Réserve rapide	A la hausse	0	*
25/06/2014	20:30 - 21:00	Réserve rapide	A la baisse	455	*
25/06/2014	20:30 - 21:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	20:30 - 21:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	21:00 - 21:30	Réserve rapide	A la hausse	0	*
25/06/2014	21:00 - 21:30	Réserve rapide	A la baisse	486	*
25/06/2014	21:00 - 21:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	21:00 - 21:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	21:30 - 22:00	Réserve rapide	A la hausse	0	*
25/06/2014	21:30 - 22:00	Réserve rapide	A la baisse	595	*
25/06/2014	21:30 - 22:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	21:30 - 22:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	22:00 - 22:30	Réserve rapide	A la hausse	0	*
25/06/2014	22:00 - 22:30	Réserve rapide	A la baisse	310	*
25/06/2014	22:00 - 22:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	22:00 - 22:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	22:30 - 23:00	Réserve rapide	A la hausse	0	*
25/06/2014	22:30 - 23:00	Réserve rapide	A la baisse	70	*
25/06/2014	22:30 - 23:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	22:30 - 23:00	Réserve complémentaire	A la baisse	0	*
25/06/2014	23:00 - 23:30	Réserve rapide	A la hausse	317	*
25/06/2014	23:00 - 23:30	Réserve rapide	A la baisse	70	*
25/06/2014	23:00 - 23:30	Réserve complémentaire	A la hausse	0	*
25/06/2014	23:00 - 23:30	Réserve complémentaire	A la baisse	0	*
25/06/2014	23:30 - 00:00	Réserve rapide	A la hausse	127	*
25/06/2014	23:30 - 00:00	Réserve rapide	A la baisse	69	*
25/06/2014	23:30 - 00:00	Réserve complémentaire	A la hausse	0	*
25/06/2014	23:30 - 00:00	Réserve complémentaire	A la baisse	0	*
03/08/2014	00:00 - 00:30	Réserve rapide	A la hausse	377	*
